from_spot_id,from_spot_name,from_lng,from_lat,to_spot_id,to_spot_name,to_lng,to_lat,amap_origin_id,amap_dest_batch_index,driving_distance_km,driving_duration_hours,driving_duration_minutes,source_id
P022,五彩滩,86.680702,47.837537,P010,喀拉峻大草原,82.088099,43.065713,22,10,950.464,13.688,821.3,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P010,喀拉峻大草原,82.088099,43.065713,23,10,715.619,11.017,661.0,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P010,喀拉峻大草原,82.088099,43.065713,24,10,1305.394,17.591,1055.4,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P010,喀拉峻大草原,82.088099,43.065713,25,10,1304.774,17.544,1052.7,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P010,喀拉峻大草原,82.088099,43.065713,26,10,1304.21,17.455,1047.3,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P010,喀拉峻大草原,82.088099,43.065713,27,10,1488.976,20.285,1217.1,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P010,喀拉峻大草原,82.088099,43.065713,28,10,1588.923,21.739,1304.3,AMAP_DISTANCE_API
P029,天山神秘大峡谷,83.065893,42.122058,P010,喀拉峻大草原,82.088099,43.065713,29,10,551.709,9.265,555.9,AMAP_DISTANCE_API
P030,库车王府,82.920907,41.718795,P010,喀拉峻大草原,82.088099,43.065713,30,10,614.031,10.454,627.2,AMAP_DISTANCE_API
P031,克孜尔石窟,82.506888,41.779043,P010,喀拉峻大草原,82.088099,43.065713,31,10,632.03,10.691,641.5,AMAP_DISTANCE_API
P032,博斯腾湖,87.132144,41.984799,P010,喀拉峻大草原,82.088099,43.065713,32,10,707.202,11.964,717.8,AMAP_DISTANCE_API
P033,巴音布鲁克草原,84.152246,43.038375,P010,喀拉峻大草原,82.088099,43.065713,33,10,362.02,6.126,367.6,AMAP_DISTANCE_API
P034,罗布人村寨,86.102565,41.051029,P010,喀拉峻大草原,82.088099,43.065713,34,10,771.113,12.072,724.3,AMAP_DISTANCE_API
P035,江布拉克草原,89.725973,43.648226,P010,喀拉峻大草原,82.088099,43.065713,35,10,912.325,12.963,777.8,AMAP_DISTANCE_API
P036,北庭故城遗址,89.206249,44.06673,P010,喀拉峻大草原,82.088099,43.065713,36,10,851.699,12.303,738.2,AMAP_DISTANCE_API
P037,和田博物馆,79.927167,37.091873,P010,喀拉峻大草原,82.088099,43.065713,37,10,1266.59,18.556,1113.3,AMAP_DISTANCE_API
P038,尼雅遗址,82.721398,37.977215,P010,喀拉峻大草原,82.088099,43.065713,38,10,1158.799,18.603,1116.2,AMAP_DISTANCE_API
P039,千里葡萄长廊,79.833641,37.127514,P010,喀拉峻大草原,82.088099,43.065713,39,10,1267.987,18.636,1118.2,AMAP_DISTANCE_API
P040,奥依塔克冰川,75.340867,38.941664,P010,喀拉峻大草原,82.088099,43.065713,40,10,1402.939,18.922,1135.3,AMAP_DISTANCE_API
P001,天山天池,88.067381,44.102919,P011,高昌故城,89.528941,42.852645,1,11,300.571,3.853,231.2,AMAP_DISTANCE_API
P002,达坂城古镇,88.338318,43.326289,P011,高昌故城,89.528941,42.852645,2,11,133.559,1.898,113.9,AMAP_DISTANCE_API
P003,火焰山,89.513296,42.918783,P011,高昌故城,89.528941,42.852645,3,11,14.014,0.331,19.9,AMAP_DISTANCE_API
P004,葡萄沟,89.24417,43.000687,P011,高昌故城,89.528941,42.852645,4,11,39.074,0.853,51.2,AMAP_DISTANCE_API
P005,坎儿井民俗园,89.148541,42.95264,P011,高昌故城,89.528941,42.852645,5,11,41.272,0.953,57.2,AMAP_DISTANCE_API
P006,交河故城,89.065435,42.953881,P011,高昌故城,89.528941,42.852645,6,11,52.315,1.148,68.9,AMAP_DISTANCE_API
P007,楼兰古城,75.993543,39.463205,P011,高昌故城,89.528941,42.852645,7,11,1399.648,16.146,968.7,AMAP_DISTANCE_API
P008,赛里木湖,81.386542,44.617077,P011,高昌故城,89.528941,42.852645,8,11,775.95,8.465,507.9,AMAP_DISTANCE_API
P009,那拉提草原,84.020007,43.266978,P011,高昌故城,89.528941,42.852645,9,11,653.292,9.823,589.4,AMAP_DISTANCE_API
P010,喀拉峻大草原,82.088099,43.065713,P011,高昌故城,89.528941,42.852645,10,11,921.773,13.544,812.6,AMAP_DISTANCE_API
P011,高昌故城,89.528941,42.852645,P011,高昌故城,89.528941,42.852645,11,11,6.519,0.396,23.8,AMAP_DISTANCE_API
P012,苏公塔,89.206429,42.935833,P011,高昌故城,89.528941,42.852645,12,11,36.849,0.796,47.8,AMAP_DISTANCE_API
P013,吐峪沟麻扎村,89.69288,42.856627,P011,高昌故城,89.528941,42.852645,13,11,17.818,0.424,25.4,AMAP_DISTANCE_API
P014,霍城薰衣草花田,80.917837,44.294346,P011,高昌故城,89.528941,42.852645,14,11,836.39,9.298,557.9,AMAP_DISTANCE_API
P015,昭苏草原,81.422775,42.842975,P011,高昌故城,89.528941,42.852645,15,11,960.308,15.602,936.1,AMAP_DISTANCE_API
P016,夏塔古道,80.668138,42.597704,P011,高昌故城,89.528941,42.852645,16,11,1029.282,14.909,894.5,AMAP_DISTANCE_API
P017,果子沟大桥,81.140191,44.475984,P011,高昌故城,89.528941,42.852645,17,11,801.668,8.711,522.7,AMAP_DISTANCE_API
P018,喀纳斯湖,87.055797,48.82663,P011,高昌故城,89.528941,42.852645,18,11,917.252,11.424,685.5,AMAP_DISTANCE_API
P019,禾木村,87.452753,48.576964,P011,高昌故城,89.528941,42.852645,19,11,900.316,10.882,652.9,AMAP_DISTANCE_API
P020,白哈巴村,86.783604,48.699657,P011,高昌故城,89.528941,42.852645,20,11,888.163,10.766,645.9,AMAP_DISTANCE_API
P021,可可托海,89.884211,47.222081,P011,高昌故城,89.528941,42.852645,21,11,756.688,8.539,512.3,AMAP_DISTANCE_API
P022,五彩滩,86.680702,47.837537,P011,高昌故城,89.528941,42.852645,22,11,768.706,8.718,523.1,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P011,高昌故城,89.528941,42.852645,23,11,654.258,7.268,436.1,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P011,高昌故城,89.528941,42.852645,24,11,1398.388,16.093,965.6,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P011,高昌故城,89.528941,42.852645,25,11,1397.768,16.07,964.2,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P011,高昌故城,89.528941,42.852645,26,11,1397.204,15.962,957.7,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P011,高昌故城,89.528941,42.852645,27,11,1581.97,18.799,1128.0,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P011,高昌故城,89.528941,42.852645,28,11,1681.917,20.199,1212.0,AMAP_DISTANCE_API
P029,天山神秘大峡谷,83.065893,42.122058,P011,高昌故城,89.528941,42.852645,29,11,751.575,10.276,616.6,AMAP_DISTANCE_API
P030,库车王府,82.920907,41.718795,P011,高昌故城,89.528941,42.852645,30,11,695.091,9.101,546.1,AMAP_DISTANCE_API
P031,克孜尔石窟,82.506888,41.779043,P011,高昌故城,89.528941,42.852645,31,11,750.465,10.207,612.4,AMAP_DISTANCE_API
P032,博斯腾湖,87.132144,41.984799,P011,高昌故城,89.528941,42.852645,32,11,374.444,6.034,362.1,AMAP_DISTANCE_API
P033,巴音布鲁克草原,84.152246,43.038375,P011,高昌故城,89.528941,42.852645,33,11,593.731,8.312,498.7,AMAP_DISTANCE_API
P034,罗布人村寨,86.102565,41.051029,P011,高昌故城,89.528941,42.852645,34,11,486.482,7.122,427.4,AMAP_DISTANCE_API
P035,江布拉克草原,89.725973,43.648226,P011,高昌故城,89.528941,42.852645,35,11,337.42,4.751,285.1,AMAP_DISTANCE_API
P036,北庭故城遗址,89.206249,44.06673,P011,高昌故城,89.528941,42.852645,36,11,369.583,4.975,298.5,AMAP_DISTANCE_API
P037,和田博物馆,79.927167,37.091873,P011,高昌故城,89.528941,42.852645,37,11,1342.312,17.338,1040.3,AMAP_DISTANCE_API
P038,尼雅遗址,82.721398,37.977215,P011,高昌故城,89.528941,42.852645,38,11,1052.012,14.737,884.2,AMAP_DISTANCE_API
P039,千里葡萄长廊,79.833641,37.127514,P011,高昌故城,89.528941,42.852645,39,11,1343.709,17.403,1044.2,AMAP_DISTANCE_API
P040,奥依塔克冰川,75.340867,38.941664,P011,高昌故城,89.528941,42.852645,40,11,1495.933,17.528,1051.7,AMAP_DISTANCE_API
P001,天山天池,88.067381,44.102919,P012,苏公塔,89.206429,42.935833,1,12,271.928,3.343,200.6,AMAP_DISTANCE_API
P002,达坂城古镇,88.338318,43.326289,P012,苏公塔,89.206429,42.935833,2,12,104.916,1.379,82.8,AMAP_DISTANCE_API
P003,火焰山,89.513296,42.918783,P012,苏公塔,89.206429,42.935833,3,12,28.563,0.521,31.2,AMAP_DISTANCE_API
P004,葡萄沟,89.24417,43.000687,P012,苏公塔,89.206429,42.935833,4,12,9.091,0.295,17.7,AMAP_DISTANCE_API
P005,坎儿井民俗园,89.148541,42.95264,P012,苏公塔,89.206429,42.935833,5,12,5.939,0.257,15.4,AMAP_DISTANCE_API
P006,交河故城,89.065435,42.953881,P012,苏公塔,89.206429,42.935833,6,12,16.198,0.458,27.5,AMAP_DISTANCE_API
P007,楼兰古城,75.993543,39.463205,P012,苏公塔,89.206429,42.935833,7,12,1363.531,15.494,929.6,AMAP_DISTANCE_API
P008,赛里木湖,81.386542,44.617077,P012,苏公塔,89.206429,42.935833,8,12,747.307,7.941,476.5,AMAP_DISTANCE_API
P009,那拉提草原,84.020007,43.266978,P012,苏公塔,89.206429,42.935833,9,12,556.406,9.961,597.7,AMAP_DISTANCE_API
P010,喀拉峻大草原,82.088099,43.065713,P012,苏公塔,89.206429,42.935833,10,12,824.887,13.675,820.5,AMAP_DISTANCE_API
P011,高昌故城,89.528941,42.852645,P012,苏公塔,89.206429,42.935833,11,12,38.954,0.9,54.0,AMAP_DISTANCE_API
P012,苏公塔,89.206429,42.935833,P012,苏公塔,89.206429,42.935833,12,12,0.001,0.0,0.0,AMAP_DISTANCE_API
P013,吐峪沟麻扎村,89.69288,42.856627,P012,苏公塔,89.206429,42.935833,13,12,47.736,0.846,50.8,AMAP_DISTANCE_API
P014,霍城薰衣草花田,80.917837,44.294346,P012,苏公塔,89.206429,42.935833,14,12,807.747,8.766,526.0,AMAP_DISTANCE_API
P015,昭苏草原,81.422775,42.842975,P012,苏公塔,89.206429,42.935833,15,12,863.422,15.779,946.7,AMAP_DISTANCE_API
P016,夏塔古道,80.668138,42.597704,P012,苏公塔,89.206429,42.935833,16,12,932.396,15.032,901.9,AMAP_DISTANCE_API
P017,果子沟大桥,81.140191,44.475984,P012,苏公塔,89.206429,42.935833,17,12,773.025,8.182,490.9,AMAP_DISTANCE_API
P018,喀纳斯湖,87.055797,48.82663,P012,苏公塔,89.206429,42.935833,18,12,888.609,10.926,655.6,AMAP_DISTANCE_API
P019,禾木村,87.452753,48.576964,P012,苏公塔,89.206429,42.935833,19,12,871.673,10.362,621.7,AMAP_DISTANCE_API
P020,白哈巴村,86.783604,48.699657,P012,苏公塔,89.206429,42.935833,20,12,859.52,10.269,616.1,AMAP_DISTANCE_API
P021,可可托海,89.884211,47.222081,P012,苏公塔,89.206429,42.935833,21,12,728.045,8.012,480.8,AMAP_DISTANCE_API
P022,五彩滩,86.680702,47.837537,P012,苏公塔,89.206429,42.935833,22,12,740.063,8.217,493.0,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P012,苏公塔,89.206429,42.935833,23,12,625.615,6.762,405.7,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P012,苏公塔,89.206429,42.935833,24,12,1362.271,15.445,926.7,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P012,苏公塔,89.206429,42.935833,25,12,1361.651,15.428,925.7,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P012,苏公塔,89.206429,42.935833,26,12,1361.087,15.32,919.2,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P012,苏公塔,89.206429,42.935833,27,12,1545.853,18.151,1089.0,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P012,苏公塔,89.206429,42.935833,28,12,1645.8,19.532,1171.9,AMAP_DISTANCE_API
P029,天山神秘大峡谷,83.065893,42.122058,P012,苏公塔,89.206429,42.935833,29,12,715.458,9.568,574.1,AMAP_DISTANCE_API
P030,库车王府,82.920907,41.718795,P012,苏公塔,89.206429,42.935833,30,12,658.974,8.411,504.6,AMAP_DISTANCE_API
P031,克孜尔石窟,82.506888,41.779043,P012,苏公塔,89.206429,42.935833,31,12,714.348,9.541,572.5,AMAP_DISTANCE_API
P032,博斯腾湖,87.132144,41.984799,P012,苏公塔,89.206429,42.935833,32,12,338.327,5.31,318.6,AMAP_DISTANCE_API
P033,巴音布鲁克草原,84.152246,43.038375,P012,苏公塔,89.206429,42.935833,33,12,496.845,8.471,508.3,AMAP_DISTANCE_API
P034,罗布人村寨,86.102565,41.051029,P012,苏公塔,89.206429,42.935833,34,12,450.365,6.426,385.6,AMAP_DISTANCE_API
P035,江布拉克草原,89.725973,43.648226,P012,苏公塔,89.206429,42.935833,35,12,353.451,4.926,295.6,AMAP_DISTANCE_API
P036,北庭故城遗址,89.206249,44.06673,P012,苏公塔,89.206429,42.935833,36,12,373.76,4.261,255.7,AMAP_DISTANCE_API
P037,和田博物馆,79.927167,37.091873,P012,苏公塔,89.206429,42.935833,37,12,1306.195,16.663,999.8,AMAP_DISTANCE_API
P038,尼雅遗址,82.721398,37.977215,P012,苏公塔,89.206429,42.935833,38,12,1015.895,14.077,844.6,AMAP_DISTANCE_API
P039,千里葡萄长廊,79.833641,37.127514,P012,苏公塔,89.206429,42.935833,39,12,1307.592,16.724,1003.4,AMAP_DISTANCE_API
P040,奥依塔克冰川,75.340867,38.941664,P012,苏公塔,89.206429,42.935833,40,12,1459.816,16.874,1012.5,AMAP_DISTANCE_API
P001,天山天池,88.067381,44.102919,P013,吐峪沟麻扎村,89.69288,42.856627,1,13,322.712,3.766,225.9,AMAP_DISTANCE_API
P002,达坂城古镇,88.338318,43.326289,P013,吐峪沟麻扎村,89.69288,42.856627,2,13,155.7,1.779,106.8,AMAP_DISTANCE_API
P003,火焰山,89.513296,42.918783,P013,吐峪沟麻扎村,89.69288,42.856627,3,13,19.529,0.378,22.7,AMAP_DISTANCE_API
P004,葡萄沟,89.24417,43.000687,P013,吐峪沟麻扎村,89.69288,42.856627,4,13,49.706,0.907,54.4,AMAP_DISTANCE_API
P005,坎儿井民俗园,89.148541,42.95264,P013,吐峪沟麻扎村,89.69288,42.856627,5,13,51.904,1.016,61.0,AMAP_DISTANCE_API
P006,交河故城,89.065435,42.953881,P013,吐峪沟麻扎村,89.69288,42.856627,6,13,62.947,1.209,72.5,AMAP_DISTANCE_API
P007,楼兰古城,75.993543,39.463205,P013,吐峪沟麻扎村,89.69288,42.856627,7,13,1410.28,16.231,973.8,AMAP_DISTANCE_API
P008,赛里木湖,81.386542,44.617077,P013,吐峪沟麻扎村,89.69288,42.856627,8,13,798.091,8.388,503.3,AMAP_DISTANCE_API
P009,那拉提草原,84.020007,43.266978,P013,吐峪沟麻扎村,89.69288,42.856627,9,13,675.433,9.801,588.0,AMAP_DISTANCE_API
P010,喀拉峻大草原,82.088099,43.065713,P013,吐峪沟麻扎村,89.69288,42.856627,10,13,943.914,13.552,813.1,AMAP_DISTANCE_API
P011,高昌故城,89.528941,42.852645,P013,吐峪沟麻扎村,89.69288,42.856627,11,13,20.147,0.594,35.6,AMAP_DISTANCE_API
P012,苏公塔,89.206429,42.935833,P013,吐峪沟麻扎村,89.69288,42.856627,12,13,47.481,0.841,50.5,AMAP_DISTANCE_API
P013,吐峪沟麻扎村,89.69288,42.856627,P013,吐峪沟麻扎村,89.69288,42.856627,13,13,0.001,0.0,0.0,AMAP_DISTANCE_API
P014,霍城薰衣草花田,80.917837,44.294346,P013,吐峪沟麻扎村,89.69288,42.856627,14,13,858.531,9.207,552.4,AMAP_DISTANCE_API
P015,昭苏草原,81.422775,42.842975,P013,吐峪沟麻扎村,89.69288,42.856627,15,13,982.449,15.662,939.7,AMAP_DISTANCE_API
P016,夏塔古道,80.668138,42.597704,P013,吐峪沟麻扎村,89.69288,42.856627,16,13,1051.423,14.953,897.1,AMAP_DISTANCE_API
P017,果子沟大桥,81.140191,44.475984,P013,吐峪沟麻扎村,89.69288,42.856627,17,13,823.809,8.622,517.3,AMAP_DISTANCE_API
P018,喀纳斯湖,87.055797,48.82663,P013,吐峪沟麻扎村,89.69288,42.856627,18,13,939.393,11.357,681.4,AMAP_DISTANCE_API
P019,禾木村,87.452753,48.576964,P013,吐峪沟麻扎村,89.69288,42.856627,19,13,922.457,10.809,648.5,AMAP_DISTANCE_API
P020,白哈巴村,86.783604,48.699657,P013,吐峪沟麻扎村,89.69288,42.856627,20,13,910.304,10.686,641.2,AMAP_DISTANCE_API
P021,可可托海,89.884211,47.222081,P013,吐峪沟麻扎村,89.69288,42.856627,21,13,778.829,8.466,507.9,AMAP_DISTANCE_API
P022,五彩滩,86.680702,47.837537,P013,吐峪沟麻扎村,89.69288,42.856627,22,13,790.847,8.641,518.5,AMAP_DISTANCE_API
P023,世界魔鬼城,85.733205,46.135149,P013,吐峪沟麻扎村,89.69288,42.856627,23,13,676.399,7.205,432.3,AMAP_DISTANCE_API
P024,喀什古城,75.994657,39.475323,P013,吐峪沟麻扎村,89.69288,42.856627,24,13,1409.02,16.181,970.9,AMAP_DISTANCE_API
P025,艾提尕尔清真寺,75.987867,39.472577,P013,吐峪沟麻扎村,89.69288,42.856627,25,13,1408.4,16.158,969.5,AMAP_DISTANCE_API
P026,香妃园,76.026973,39.488614,P013,吐峪沟麻扎村,89.69288,42.856627,26,13,1407.836,16.056,963.4,AMAP_DISTANCE_API
P027,帕米尔高原白沙湖,75.049369,38.443069,P013,吐峪沟麻扎村,89.69288,42.856627,27,13,1592.602,18.914,1134.8,AMAP_DISTANCE_API
P028,石头城遗址,75.234894,37.78213,P013,吐峪沟麻扎村,89.69288,42.856627,28,13,1692.549,20.326,1219.5,AMAP_DISTANCE_API
P029,天山神秘大峡谷,83.065893,42.122058,P013,吐峪沟麻扎村,89.69288,42.856627,29,13,762.207,10.392,623.5,AMAP_DISTANCE_API
P030,库车王府,82.920907,41.718795,P013,吐峪沟麻扎村,89.69288,42.856627,30,13,705.723,9.19,551.4,AMAP_DISTANCE_API
P031,克孜尔石窟,82.506888,41.779043,P013,吐峪沟麻扎村,89.69288,42.856627,31,13,761.097,10.318,619.1,AMAP_DISTANCE_API
P032,博斯腾湖,87.132144,41.984799,P013,吐峪沟麻扎村,89.69288,42.856627,32,13,385.076,6.123,367.4,AMAP_DISTANCE_API
P033,巴音布鲁克草原,84.152246,43.038375,P013,吐峪沟麻扎村,89.69288,42.856627,33,13,615.872,8.249,494.9,AMAP_DISTANCE_API
P034,罗布人村寨,86.102565,41.051029,P013,吐峪沟麻扎村,89.69288,42.856627,34,13,497.114,7.197,431.8,AMAP_DISTANCE_API
P035,江布拉克草原,89.725973,43.648226,P013,吐峪沟麻扎村,89.69288,42.856627,35,13,315.416,4.519,271.1,AMAP_DISTANCE_API
P036,北庭故城遗址,89.206249,44.06673,P013,吐峪沟麻扎村,89.69288,42.856627,36,13,347.579,4.699,281.9,AMAP_DISTANCE_API
